"Date","Price","Open","High","Low","Change %"
"08/04/2015","6.425","6.425","6.425","6.425","0.00%"
"08/03/2015","6.425","6.425","6.425","6.425","1.95%"
"07/31/2015","6.302","6.302","6.302","6.302","-0.05%"
"07/30/2015","6.305","6.305","6.305","6.305","-0.14%"
"07/29/2015","6.314","6.314","6.314","6.314","0.03%"
"07/28/2015","6.312","6.312","6.312","6.312","0.29%"
"07/27/2015","6.294","6.294","6.294","6.294","0.00%"
"07/24/2015","6.294","6.294","6.294","6.294","0.00%"
"07/23/2015","6.294","6.294","6.294","6.294","0.02%"
"07/22/2015","6.293","6.293","6.293","6.293","0.00%"
"07/21/2015","6.293","6.293","6.293","6.293","-0.03%"
"07/20/2015","6.295","6.295","6.295","6.295","-0.06%"
"07/18/2015","6.299","6.299","6.299","6.299","0.00%"
"07/17/2015","6.299","6.299","6.299","6.299","0.00%"
"07/16/2015","6.299","6.299","6.299","6.299","-0.21%"
"07/15/2015","6.312","6.312","6.312","6.312","0.19%"
"07/14/2015","6.300","6.300","6.300","6.300","0.40%"
"07/13/2015","6.275","6.275","6.275","6.275","0.51%"
"07/10/2015","6.243","6.243","6.243","6.243","0.53%"
"07/09/2015","6.210","6.210","6.210","6.210","0.06%"
"07/08/2015","6.206","6.206","6.206","6.206","-0.37%"
"07/07/2015","6.229","6.229","6.229","6.229","-0.13%"
"07/06/2015","6.237","6.237","6.237","6.237","-0.10%"
"07/03/2015","6.243","6.243","6.243","6.243","-0.35%"
"07/02/2015","6.265","6.265","6.265","6.265","-0.29%"
"07/01/2015","6.283","6.283","6.283","6.283","0.38%"
"06/30/2015","6.259","6.259","6.259","6.259","0.00%"
"06/29/2015","6.259","6.259","6.259","6.259","0.53%"
"06/26/2015","6.226","6.226","6.226","6.226","0.02%"
"06/25/2015","6.225","6.225","6.225","6.225","-0.11%"
"06/24/2015","6.232","6.232","6.232","6.232","-1.14%"
"06/23/2015","6.304","6.304","6.304","6.304","-0.24%"
"06/22/2015","6.319","6.319","6.319","6.319","-0.64%"
"06/19/2015","6.360","6.360","6.360","6.360","0.00%"
"06/18/2015","6.360","6.360","6.360","6.360","0.00%"
"06/17/2015","6.360","6.360","6.360","6.360","2.40%"
"06/16/2015","6.211","6.211","6.211","6.211","0.27%"
"06/15/2015","6.194","6.194","6.194","6.194","0.05%"
"06/12/2015","6.191","6.191","6.191","6.191","1.54%"
"06/11/2015","6.097","6.097","6.097","6.097","-0.05%"
"06/10/2015","6.100","6.100","6.100","6.100","3.62%"
"06/09/2015","5.887","5.887","5.887","5.887","0.00%"
"06/08/2015","5.887","5.887","5.887","5.887","-0.03%"
"06/07/2015","5.889","5.889","5.889","5.889","0.00%"
"06/05/2015","5.889","5.889","5.889","5.889","0.17%"
"06/04/2015","5.879","5.879","5.879","5.879","0.48%"
"06/03/2015","5.851","5.851","5.851","5.851","0.05%"
"06/02/2015","5.848","5.848","5.848","5.848","0.19%"
"06/01/2015","5.837","5.837","5.837","5.837","0.14%"
"05/30/2015","5.829","5.829","5.829","5.829","0.00%"
"05/29/2015","5.829","5.829","5.829","5.829","0.10%"
"05/28/2015","5.823","5.823","5.823","5.823","0.36%"
"05/27/2015","5.802","5.802","5.802","5.802","0.00%"
"05/26/2015","5.802","5.802","5.802","5.802","0.07%"
"05/25/2015","5.798","5.798","5.798","5.798","-0.60%"
"05/22/2015","5.833","5.833","5.833","5.833","-1.22%"
"05/21/2015","5.905","5.905","5.905","5.905","0.00%"
"05/20/2015","5.905","5.905","5.905","5.905","-0.29%"
"05/19/2015","5.922","5.922","5.922","5.922","0.00%"
"05/18/2015","5.922","5.922","5.922","5.922","0.97%"
"05/15/2015","5.865","5.865","5.865","5.865","0.00%"
"05/14/2015","5.865","5.865","5.865","5.865","0.53%"
"05/13/2015","5.834","5.834","5.834","5.834","0.46%"
"05/12/2015","5.807","5.807","5.807","5.807","0.00%"
"05/11/2015","5.807","5.807","5.807","5.807","0.00%"
"05/08/2015","5.807","5.807","5.807","5.807","-0.02%"
"05/07/2015","5.808","5.808","5.808","5.808","1.01%"
"05/06/2015","5.750","5.750","5.750","5.750","0.00%"
"05/05/2015","5.750","5.750","5.750","5.750","0.00%"
"05/04/2015","5.750","5.750","5.750","5.750","0.82%"
"05/01/2015","5.703","5.703","5.703","5.703","0.00%"
"04/30/2015","5.703","5.703","5.703","5.703","0.00%"
"04/29/2015","5.703","5.703","5.703","5.703","0.00%"
"04/28/2015","5.703","5.703","5.703","5.703","0.00%"
"04/27/2015","5.703","5.703","5.703","5.703","-4.97%"
"04/24/2015","6.001","6.001","6.001","6.001","0.00%"
"04/23/2015","6.001","6.001","6.001","6.001","0.00%"
"04/22/2015","6.001","6.001","6.001","6.001","0.32%"
"04/21/2015","5.982","5.982","5.982","5.982","0.83%"
"04/20/2015","5.933","5.933","5.933","5.933","2.15%"
"04/17/2015","5.808","5.808","5.808","5.808","1.18%"
"04/16/2015","5.740","5.740","5.740","5.740","0.68%"
"04/15/2015","5.701","5.701","5.701","5.701","0.44%"
"04/14/2015","5.676","5.676","5.676","5.676","0.91%"
"04/13/2015","5.625","5.625","5.625","5.625","0.48%"
"04/10/2015","5.598","5.598","5.598","5.598","1.05%"
"04/09/2015","5.540","5.540","5.540","5.540","1.76%"
"04/08/2015","5.444","5.444","5.444","5.444","0.09%"
"04/07/2015","5.439","5.439","5.439","5.439","0.04%"
"04/06/2015","5.437","5.437","5.437","5.437","0.63%"
"04/03/2015","5.403","5.403","5.403","5.403","-0.09%"
"04/02/2015","5.408","5.408","5.408","5.408","-0.06%"
"04/01/2015","5.411","5.411","5.411","5.411","0.02%"
"03/31/2015","5.410","5.410","5.410","5.410","0.19%"
"03/30/2015","5.400","5.400","5.400","5.400","0.07%"
"03/27/2015","5.396","5.396","5.396","5.396","-0.55%"
"03/26/2015","5.426","5.426","5.426","5.426","-0.68%"
"03/25/2015","5.463","5.463","5.463","5.463","0.83%"
"03/24/2015","5.418","5.418","5.418","5.418","0.52%"
"03/23/2015","5.390","5.390","5.390","5.390","0.07%"
"03/20/2015","5.386","5.386","5.386","5.386","0.17%"
"03/19/2015","5.377","5.377","5.377","5.377","0.35%"
"03/18/2015","5.358","5.358","5.358","5.358","0.13%"
"03/17/2015","5.351","5.351","5.351","5.351","0.36%"
"03/16/2015","5.332","5.332","5.332","5.332","0.08%"
"03/13/2015","5.328","5.328","5.328","5.328","0.68%"
"03/12/2015","5.292","5.292","5.292","5.292","-0.23%"
"03/11/2015","5.304","5.304","5.304","5.304","-0.73%"
"03/10/2015","5.343","5.343","5.343","5.343","0.30%"
"03/09/2015","5.327","5.327","5.327","5.327","0.32%"
"03/06/2015","5.310","5.310","5.310","5.310","0.95%"
"03/05/2015","5.260","5.260","5.260","5.260","-0.13%"
"03/04/2015","5.267","5.267","5.267","5.267","0.00%"
"03/03/2015","5.267","5.267","5.267","5.267","0.34%"
"03/02/2015","5.249","5.249","5.249","5.249","0.23%"
"02/27/2015","5.237","5.237","5.237","5.237","-0.70%"
"02/26/2015","5.274","5.274","5.274","5.274","-0.19%"
"02/25/2015","5.284","5.284","5.284","5.284","-0.28%"
"02/24/2015","5.299","5.299","5.299","5.299","0.13%"
"02/23/2015","5.292","5.292","5.292","5.292","0.00%"
"02/20/2015","5.292","5.292","5.292","5.292","0.00%"
"02/19/2015","5.292","5.292","5.292","5.292","0.00%"
"02/18/2015","5.292","5.292","5.292","5.292","0.00%"
"02/17/2015","5.292","5.292","5.292","5.292","0.00%"
"02/16/2015","5.292","5.292","5.292","5.292","0.00%"
"02/13/2015","5.292","5.292","5.292","5.292","-2.11%"
"02/12/2015","5.406","5.406","5.406","5.406","-0.31%"
"02/11/2015","5.423","5.423","5.423","5.423","-0.39%"
"02/10/2015","5.444","5.444","5.444","5.444","-0.68%"
"02/09/2015","5.481","5.481","5.481","5.481","0.02%"
"02/06/2015","5.480","5.480","5.480","5.480","-0.51%"
"02/05/2015","5.508","5.508","5.508","5.508","-0.43%"
"02/04/2015","5.532","5.532","5.532","5.532","0.67%"
"02/03/2015","5.495","5.495","5.495","5.495","0.68%"
"02/02/2015","5.458","5.458","5.458","5.458","1.87%"
"02/01/2015","5.358","5.358","5.358","5.358","0.00%"
"01/30/2015","5.358","5.358","5.358","5.358","-1.98%"
"01/29/2015","5.466","5.466","5.466","5.466","-1.80%"
"01/28/2015","5.566","5.566","5.566","5.566","-0.38%"
"01/27/2015","5.587","5.587","5.587","5.587","-1.86%"
"01/26/2015","5.693","5.693","5.693","5.693","-0.54%"
"01/23/2015","5.724","5.724","5.724","5.724","-1.51%"
"01/22/2015","5.812","5.812","5.812","5.812","-0.10%"
"01/21/2015","5.818","5.818","5.818","5.818","0.12%"
"01/20/2015","5.811","5.811","5.811","5.811","0.50%"
"01/19/2015","5.782","5.782","5.782","5.782","0.56%"
"01/16/2015","5.750","5.750","5.750","5.750","-0.43%"
"01/15/2015","5.775","5.775","5.775","5.775","-0.52%"
"01/14/2015","5.805","5.805","5.805","5.805","-2.37%"
"01/13/2015","5.946","5.946","5.946","5.946","-0.57%"
"01/12/2015","5.980","5.980","5.980","5.980","-0.76%"
"01/09/2015","6.026","6.026","6.026","6.026","-0.84%"
"01/08/2015","6.077","6.077","6.077","6.077","-0.33%"
"01/07/2015","6.097","6.097","6.097","6.097","0.30%"
"01/06/2015","6.079","6.079","6.079","6.079","1.38%"
"01/05/2015","5.996","5.996","5.996","5.996","0.00%"
"01/02/2015","5.996","5.996","5.996","5.996","0.00%"
"01/01/2015","5.996","5.996","5.996","5.996","0.00%"
"12/31/2014","5.996","5.996","5.996","5.996","-0.17%"
"12/30/2014","6.006","6.006","6.006","6.006","-0.03%"
"12/29/2014","6.008","6.008","6.008","6.008","-0.58%"
"12/28/2014","6.043","6.043","6.043","6.043","0.00%"
"12/26/2014","6.043","6.043","6.043","6.043","0.00%"
"12/25/2014","6.043","6.043","6.043","6.043","-0.53%"
"12/24/2014","6.075","6.075","6.075","6.075","-0.39%"
"12/23/2014","6.099","6.099","6.099","6.099","-0.26%"
"12/22/2014","6.115","6.115","6.115","6.115","-0.16%"
"12/19/2014","6.125","6.125","6.125","6.125","-1.05%"
"12/18/2014","6.190","6.190","6.190","6.190","3.08%"
"12/17/2014","6.005","6.005","6.005","6.005","0.22%"
"12/16/2014","5.992","5.992","5.992","5.992","0.13%"
"12/15/2014","5.984","5.984","5.984","5.984","0.40%"
"12/14/2014","5.960","5.960","5.960","5.960","0.00%"
"12/12/2014","5.960","5.960","5.960","5.960","2.35%"
"12/11/2014","5.823","5.823","5.823","5.823","0.17%"
"12/10/2014","5.813","5.813","5.813","5.813","0.14%"
"12/09/2014","5.805","5.805","5.805","5.805","0.10%"
"12/08/2014","5.799","5.799","5.799","5.799","0.09%"
"12/05/2014","5.794","5.794","5.794","5.794","0.77%"
"12/04/2014","5.750","5.750","5.750","5.750","-0.23%"
"12/03/2014","5.763","5.763","5.763","5.763","0.00%"
"12/02/2014","5.763","5.763","5.763","5.763","0.47%"
"12/01/2014","5.736","5.736","5.736","5.736","1.50%"
"11/30/2014","5.651","5.651","5.651","5.651","0.00%"
"11/28/2014","5.651","5.651","5.651","5.651","0.21%"
"11/27/2014","5.639","5.639","5.639","5.639","1.97%"
"11/26/2014","5.530","5.530","5.530","5.530","0.27%"
"11/25/2014","5.515","5.515","5.515","5.515","0.95%"
"11/24/2014","5.463","5.463","5.463","5.463","3.00%"
"11/21/2014","5.304","5.304","5.304","5.304","-3.55%"
"11/20/2014","5.499","5.499","5.499","5.499","-1.59%"
"11/19/2014","5.588","5.588","5.588","5.588","0.41%"
"11/18/2014","5.565","5.565","5.565","5.565","1.72%"
"11/17/2014","5.471","5.471","5.471","5.471","1.94%"
"11/16/2014","5.367","5.367","5.367","5.367","0.00%"
"11/14/2014","5.367","5.367","5.367","5.367","3.19%"
"11/13/2014","5.201","5.201","5.201","5.201","2.12%"
"11/12/2014","5.093","5.093","5.093","5.093","-0.12%"
"11/11/2014","5.099","5.099","5.099","5.099","0.53%"
"11/10/2014","5.072","5.072","5.072","5.072","0.30%"
"11/07/2014","5.057","5.057","5.057","5.057","0.00%"
"11/06/2014","5.057","5.057","5.057","5.057","-0.14%"
"11/05/2014","5.064","5.064","5.064","5.064","0.26%"
"11/04/2014","5.051","5.051","5.051","5.051","-0.24%"
"11/03/2014","5.063","5.063","5.063","5.063","0.38%"
"10/31/2014","5.044","5.044","5.044","5.044","-0.16%"
"10/30/2014","5.052","5.052","5.052","5.052","0.38%"
"10/29/2014","5.033","5.033","5.033","5.033","0.10%"
"10/28/2014","5.028","5.028","5.028","5.028","-0.16%"
"10/27/2014","5.036","5.036","5.036","5.036","0.68%"
"10/24/2014","5.002","5.002","5.002","5.002","0.26%"
"10/23/2014","4.989","4.989","4.989","4.989","0.14%"
"10/22/2014","4.982","4.982","4.982","4.982","0.26%"
"10/21/2014","4.969","4.969","4.969","4.969","1.14%"
"10/20/2014","4.913","4.913","4.913","4.913","1.34%"
"10/17/2014","4.848","4.848","4.848","4.848","-0.41%"
"10/16/2014","4.868","4.868","4.868","4.868","0.39%"
"10/15/2014","4.849","4.849","4.849","4.849","0.08%"
"10/14/2014","4.845","4.845","4.845","4.845","-0.35%"
"10/13/2014","4.862","4.862","4.862","4.862","0.96%"
"10/10/2014","4.816","4.816","4.816","4.816","-0.27%"
"10/09/2014","4.829","4.829","4.829","4.829","0.44%"
"10/08/2014","4.808","4.808","4.808","4.808","-1.01%"
"10/07/2014","4.857","4.857","4.857","4.857","-0.55%"
"10/06/2014","4.884","4.884","4.884","4.884","-3.95%"
"10/03/2014","5.085","5.085","5.085","5.085","-3.67%"
"10/02/2014","5.279","5.279","5.279","5.279","-1.38%"
"10/01/2014","5.353","5.353","5.353","5.353","-0.69%"
"09/30/2014","5.390","5.390","5.390","5.390","-0.97%"
"09/29/2014","5.443","5.443","5.443","5.443","0.65%"
"09/27/2014","5.408","5.408","5.408","5.408","0.00%"
"09/26/2014","5.408","5.408","5.408","5.408","-0.73%"
"09/25/2014","5.448","5.448","5.448","5.448","-0.78%"
"09/24/2014","5.491","5.491","5.491","5.491","-2.17%"
"09/23/2014","5.613","5.613","5.613","5.613","0.00%"
"09/22/2014","5.613","5.613","5.613","5.613","0.18%"
"09/19/2014","5.603","5.603","5.603","5.603","-0.69%"
"09/18/2014","5.642","5.642","5.642","5.642","0.28%"
"09/17/2014","5.626","5.626","5.626","5.626","0.39%"
"09/16/2014","5.604","5.604","5.604","5.604","0.05%"
"09/15/2014","5.601","5.601","5.601","5.601","-0.66%"
"09/13/2014","5.638","5.638","5.638","5.638","0.00%"
"09/12/2014","5.638","5.638","5.638","5.638","-7.88%"
"09/11/2014","6.120","6.120","6.120","6.120","0.77%"
"09/10/2014","6.073","6.073","6.073","6.073","-1.33%"
"09/09/2014","6.155","6.155","6.155","6.155","-1.11%"
"09/08/2014","6.224","6.224","6.224","6.224","-1.30%"
"09/05/2014","6.306","6.306","6.306","6.306","0.05%"
"09/04/2014","6.303","6.303","6.303","6.303","-0.35%"
"09/03/2014","6.325","6.325","6.325","6.325","0.85%"
"09/02/2014","6.272","6.272","6.272","6.272","0.00%"
"09/01/2014","6.272","6.276","6.276","6.272","-0.06%"
"08/31/2014","6.276","6.276","6.276","6.276","0.00%"
"08/29/2014","6.276","6.276","6.276","6.276","-0.14%"
"08/28/2014","6.285","6.285","6.285","6.285","0.27%"
"08/27/2014","6.268","6.268","6.268","6.268","-0.35%"
"08/26/2014","6.290","6.290","6.290","6.290","0.22%"
"08/25/2014","6.276","6.276","6.276","6.276","-0.13%"
"08/22/2014","6.284","6.284","6.284","6.284","-1.23%"
"08/21/2014","6.362","6.362","6.362","6.362","-0.05%"
"08/20/2014","6.365","6.365","6.365","6.365","-0.05%"
"08/19/2014","6.368","6.368","6.368","6.368","-0.02%"
"08/18/2014","6.369","6.369","6.369","6.369","0.14%"
"08/15/2014","6.360","6.360","6.360","6.360","-0.05%"
"08/14/2014","6.363","6.363","6.363","6.363","0.03%"
"08/13/2014","6.361","6.361","6.361","6.361","-0.39%"
"08/12/2014","6.386","6.386","6.386","6.386","1.17%"
"08/11/2014","6.312","6.312","6.312","6.312","-0.13%"
"08/10/2014","6.320","6.320","6.320","6.320","0.00%"
"08/08/2014","6.320","6.320","6.320","6.320","-0.78%"
"08/07/2014","6.370","6.370","6.370","6.370","-0.83%"
"08/06/2014","6.423","6.423","6.423","6.423","-0.23%"
"08/05/2014","6.438","6.438","6.438","6.438","0.05%"
"08/04/2014","6.435","6.435","6.435","6.435","-1.61%"
"08/02/2014","6.540","6.540","6.540","6.540","0.00%"
"08/01/2014","6.540","6.540","6.540","6.540","0.86%"
"07/31/2014","6.484","6.484","6.484","6.484","-0.11%"
"07/30/2014","6.491","6.491","6.491","6.491","-1.23%"
"07/29/2014","6.572","6.572","6.572","6.572","-0.08%"
"07/28/2014","6.577","6.577","6.577","6.577","0.00%"
"07/27/2014","6.577","6.577","6.577","6.577","0.00%"
"07/25/2014","6.577","6.577","6.577","6.577","-0.54%"
"07/24/2014","6.613","6.613","6.613","6.613","0.00%"
"07/23/2014","6.613","6.613","6.613","6.613","-0.21%"
"07/22/2014","6.627","6.627","6.627","6.627","0.00%"
"07/21/2014","6.627","6.627","6.627","6.627","-0.41%"
"07/20/2014","6.654","6.654","6.654","6.654","0.00%"
"07/18/2014","6.654","6.654","6.654","6.654","-0.69%"
"07/17/2014","6.700","6.700","6.700","6.700","-0.04%"
"07/16/2014","6.703","6.703","6.703","6.703","-0.65%"
"07/15/2014","6.747","6.747","6.747","6.747","0.55%"
"07/14/2014","6.710","6.710","6.710","6.710","-1.56%"
"07/12/2014","6.816","6.816","6.816","6.816","0.00%"
"07/11/2014","6.816","6.816","6.816","6.816","0.07%"
"07/10/2014","6.811","6.811","6.811","6.811","-0.23%"
"07/09/2014","6.827","6.827","6.827","6.827","0.00%"
"07/08/2014","6.827","6.827","6.827","6.827","-0.86%"
"07/07/2014","6.886","6.886","6.886","6.886","-0.88%"
"07/04/2014","6.947","6.947","6.947","6.947","-0.30%"
"07/03/2014","6.968","6.968","6.968","6.968","0.01%"
"07/02/2014","6.967","6.967","6.967","6.967","-0.23%"
"07/01/2014","6.983","6.983","6.983","6.983","-0.20%"
"06/30/2014","6.997","6.997","6.997","6.997","-0.30%"
"06/27/2014","7.018","7.018","7.018","7.018","0.00%"
"06/26/2014","7.018","7.018","7.018","7.018","-0.11%"
"06/25/2014","7.026","7.026","7.026","7.026","0.14%"
"06/24/2014","7.016","7.016","7.016","7.016","-0.20%"
"06/23/2014","7.030","7.030","7.030","7.030","-0.11%"
"06/20/2014","7.038","7.038","7.038","7.038","-0.03%"
"06/19/2014","7.040","7.040","7.040","7.040","0.00%"
"06/18/2014","7.040","7.040","7.040","7.040","0.00%"
"06/17/2014","7.040","7.040","7.040","7.040","-0.07%"
"06/16/2014","7.045","7.045","7.045","7.045","-0.01%"
"06/13/2014","7.046","7.046","7.046","7.046","-0.61%"
"06/12/2014","7.089","7.089","7.089","7.089","0.10%"
"06/11/2014","7.082","7.082","7.082","7.082","-0.37%"
"06/10/2014","7.108","7.108","7.108","7.108","-0.24%"
"06/09/2014","7.125","7.125","7.125","7.125","0.03%"
"06/06/2014","7.123","7.123","7.123","7.123","0.00%"
"06/05/2014","7.123","7.123","7.123","7.123","-0.18%"
"06/04/2014","7.136","7.136","7.136","7.136","0.13%"
"06/03/2014","7.127","7.127","7.127","7.127","0.00%"
"06/02/2014","7.127","7.127","7.127","7.127","0.52%"
"05/30/2014","7.090","7.090","7.090","7.090","0.37%"
"05/29/2014","7.064","7.064","7.064","7.064","0.14%"
"05/28/2014","7.054","7.054","7.054","7.054","-0.06%"
"05/27/2014","7.058","7.058","7.058","7.058","0.20%"
"05/26/2014","7.044","7.044","7.044","7.044","-0.40%"
"05/25/2014","7.072","7.072","7.072","7.072","0.00%"
"05/23/2014","7.072","7.072","7.072","7.072","0.14%"
"05/22/2014","7.062","7.062","7.062","7.062","-0.18%"
"05/21/2014","7.075","7.075","7.075","7.075","-0.06%"
"05/20/2014","7.079","7.079","7.079","7.079","0.01%"
"05/19/2014","7.078","7.078","7.078","7.078","0.97%"
"05/16/2014","7.010","7.010","7.010","7.010","0.09%"
"05/15/2014","7.004","7.004","7.004","7.004","0.39%"
"05/14/2014","6.977","6.977","6.977","6.977","-0.19%"
"05/13/2014","6.990","6.990","6.990","6.990","0.20%"
"05/12/2014","6.976","6.976","6.976","6.976","-0.23%"
"05/09/2014","6.992","6.992","6.992","6.992","0.14%"
"05/08/2014","6.982","6.982","6.982","6.982","-0.13%"
"05/07/2014","6.991","6.991","6.991","6.991","0.00%"
"05/06/2014","6.991","6.991","6.991","6.991","-0.09%"
"05/05/2014","6.997","6.997","6.997","6.997","7.17%"
"05/02/2014","6.529","6.529","6.529","6.529","-0.05%"
"05/01/2014","6.532","6.532","6.532","6.532","0.00%"
"04/30/2014","6.532","6.533","6.533","6.532","-0.02%"
"04/29/2014","6.533","6.533","6.533","6.533","-0.46%"
"04/28/2014","6.563","6.563","6.563","6.563","-0.03%"
"04/25/2014","6.565","6.565","6.565","6.565","-0.38%"
"04/24/2014","6.590","6.590","6.590","6.590","-0.24%"
"04/23/2014","6.606","6.606","6.606","6.606","0.00%"
"04/22/2014","6.606","6.606","6.606","6.606","-0.44%"
"04/21/2014","6.635","6.635","6.635","6.635","-1.48%"
"04/18/2014","6.735","6.735","6.735","6.735","0.25%"
"04/17/2014","6.718","6.718","6.718","6.718","-0.47%"
"04/16/2014","6.750","6.750","6.750","6.750","0.25%"
"04/15/2014","6.733","6.733","6.733","6.733","0.10%"
"04/14/2014","6.726","6.726","6.726","6.726","0.72%"
"04/11/2014","6.678","6.678","6.678","6.678","-0.68%"
"04/10/2014","6.724","6.724","6.724","6.724","0.27%"
"04/09/2014","6.706","6.706","6.706","6.706","0.00%"
"04/08/2014","6.706","6.706","6.706","6.706","-0.19%"
"04/07/2014","6.719","6.719","6.719","6.719","0.42%"
"04/04/2014","6.691","6.691","6.691","6.691","0.10%"
"04/03/2014","6.684","6.684","6.684","6.684","0.66%"
"04/02/2014","6.640","6.640","6.640","6.640","-0.05%"
"04/01/2014","6.643","6.643","6.643","6.643","0.83%"
"03/31/2014","6.588","6.588","6.588","6.588","0.34%"
"03/28/2014","6.566","6.566","6.566","6.566","0.35%"
"03/27/2014","6.543","6.543","6.543","6.543","-0.47%"
"03/26/2014","6.574","6.574","6.574","6.574","-0.60%"
"03/25/2014","6.614","6.614","6.614","6.614","-0.53%"
"03/24/2014","6.649","6.649","6.649","6.649","1.25%"
"03/21/2014","6.567","6.567","6.567","6.567","0.92%"
"03/20/2014","6.507","6.507","6.507","6.507","-4.56%"
"03/19/2014","6.818","6.818","6.818","6.818","0.00%"
"03/18/2014","6.818","6.818","6.818","6.818","0.00%"
"03/17/2014","6.818","6.818","6.818","6.818","0.40%"
"03/14/2014","6.791","6.791","6.791","6.791","-2.74%"
"03/13/2014","6.982","6.982","6.982","6.982","-1.24%"
"03/12/2014","7.070","7.070","7.070","7.070","-0.24%"
"03/11/2014","7.087","7.087","7.087","7.087","-0.30%"
"03/10/2014","7.108","7.108","7.108","7.108","-0.46%"
